strategy,outer_fold,linear,tree,run,games,accuracy,roc_auc,log_loss,confidence_55_games,confidence_55_wins,confidence_55_accuracy,confidence_55_lcb,confidence_60_games,confidence_60_wins,confidence_60_accuracy,confidence_60_lcb,score,folds,fold_60_std,worst_fold_60_lcb,robust_score,eligible,guardrails
hit_shrink50,1,0.245,0.455,0.29999999999999993,368,0.5842391304347826,0.5679053340175687,0.6791549432284868,218,130,0.5963302752293578,0.530076492009685,97,61,0.6288659793814433,0.52953581425912,2.7996081866926947,2,0.02978723404255318,0.46181189102759373,3.2018456096351824,False,True
hit_shrink50,1,0.245,0.48000000000000004,0.2749999999999999,368,0.592391304347826,0.5686901922902768,0.6784724529135227,213,129,0.6056338028169014,0.5386866070436043,82,50,0.6097560975609756,0.5015337111477397,2.698212279608507,2,0.014880952380952384,0.4449404552817742,3.1133908301283766,False,True
hit_shrink50,1,0.245,0.505,0.24999999999999997,368,0.592391304347826,0.5689015002867751,0.6779016944740249,201,122,0.6069651741293532,0.5380416618593978,74,45,0.6081081081081081,0.49419310534999833,2.6683824553201836,2,0.0076923076923077205,0.4357241958151947,3.088722035750763,False,True
hit_shrink50,1,0.245,0.53,0.22499999999999995,368,0.5842391304347826,0.5695052374196276,0.6774413373625109,191,117,0.612565445026178,0.541904609040019,71,42,0.5915492957746479,0.47538570815444975,2.5956585714981606,2,0.014752791068580517,0.4080697369146003,2.9742227262756,False,True
hit_shrink50,1,0.245,0.5549999999999999,0.19999999999999998,368,0.5896739130434783,0.5695957979895554,0.6770902374890823,186,114,0.6129032258064516,0.5412915906671807,62,36,0.5806451612903226,0.45665361737846166,2.521301534688773,2,0.022222222222222202,0.3731271947957688,2.8499842850400974,False,True
hit_shrink50,1,0.245,0.5800000000000001,0.17499999999999996,368,0.5869565217391305,0.571286261961542,0.6768474292005281,180,111,0.6166666666666667,0.5439039202563112,53,35,0.660377358490566,0.5259453611082096,2.8010930617853322,2,0.018575851393188847,0.4601001017506463,3.224041460749601,False,True
hit_shrink50,1,0.245,0.605,0.14999999999999994,368,0.5842391304347826,0.5718598122377516,0.6767121186493131,169,106,0.6272189349112426,0.5522470115042576,40,27,0.675,0.52017458088898,2.786008681088597,2,0.026645768025078398,0.35379677689163724,3.0865139219300772,False,True
hit_shrink50,1,0.27,0.205,0.525,368,0.5516304347826086,0.5624113261086123,0.6905724035079903,268,152,0.5671641791044776,0.5073075451084978,169,98,0.5798816568047337,0.5045000946873587,2.66624292794544,2,0.015266106442577032,0.45877192815686446,3.0944826432171504,False,False
hit_shrink50,1,0.27,0.22999999999999998,0.5,368,0.5543478260869565,0.5627735683883237,0.6887926292927042,262,151,0.5763358778625954,0.5158215946545855,161,94,0.5838509316770186,0.5066228876090391,2.684256254966089,2,0.008796296296296302,0.465690919708387,3.1323545820818834,False,False
hit_shrink50,1,0.27,0.255,0.475,368,0.5625,0.5627433815316811,0.6871470916609858,262,151,0.5763358778625954,0.5158215946545855,150,89,0.5933333333333334,0.5133451744046799,2.7130958884006118,2,0.006666666666666654,0.4736631066346822,3.1734256617019607,False,False
hit_shrink50,1,0.27,0.28,0.44999999999999996,368,0.5625,0.563226371237963,0.6856321005898903,260,150,0.5769230769230769,0.5161778788860999,144,86,0.5972222222222222,0.5155952900234319,2.722900530233238,2,0.008296353463245199,0.4744901519219834,3.1807979752287308,False,False
hit_shrink50,1,0.27,0.305,0.42500000000000004,368,0.5652173913043478,0.564252724363812,0.6842443239842219,255,147,0.5764705882352941,0.5151287065893556,139,84,0.60431654676259,0.5212692719542503,2.7456762251795257,2,0.01304888152444078,0.47538570815444975,3.194964170285094,False,False
hit_shrink50,1,0.27,0.33,0.4,368,0.5625,0.5650073957798775,0.682980755214688,250,144,0.576,0.5140438113999316,136,82,0.6029411764705882,0.5189673559831905,2.7353193030237195,2,0.008868699978369032,0.4763567368169741,3.1939386398839558,False,False
